Tournament,Bracket,Team 1,Team 2,Team 1 wins,Team 2 wins,Time
BB4,B2,Dumpster (J)Divers,Just Practicing,0,3,2019-10-11T14:06:00-05:00
BB4,B2,Ni Howdy,Dick Cheney Profited Off The Iraq War,3,0,2019-10-11T14:07:00-05:00
BB4,B2,Mologna Sandwich,BOOM! Tetris,1,2,2019-10-11T14:08:00-05:00
BB4,B2,Ni Howdy,Mologna Sandwich,3,0,2019-10-11T14:09:00-05:00
BB4,B2,Arguably,Dick Cheney Profited Off The Iraq War,2,1,2019-10-11T14:10:00-05:00
BB4,B2,HoBB4,BOOM! Tetris,2,1,2019-10-11T14:11:00-05:00
BB4,B2,Dumpster (J)Divers,oh no,0,3,2019-10-11T14:12:00-05:00
BB4,B2,Ni Howdy,Arguably,3,0,2019-10-11T14:13:00-05:00
BB4,B2,HoBB4,Mologna Sandwich,2,1,2019-10-11T14:14:00-05:00
BB4,B2,Dumpster (J)Divers,Dick Cheney Profited Off The Iraq War,1,2,2019-10-11T14:15:00-05:00
BB4,B2,Just Practicing,BOOM! Tetris,3,0,2019-10-11T14:16:00-05:00
BB4,B2,Ni Howdy,HoBB4,3,0,2019-10-11T14:17:00-05:00
BB4,B2,Dumpster (J)Divers,Arguably,0,3,2019-10-11T14:18:00-05:00
BB4,B2,Just Practicing,Mologna Sandwich,3,0,2019-10-11T14:19:00-05:00
BB4,B2,oh no,BOOM! Tetris,3,0,2019-10-11T14:20:00-05:00
BB4,B2,Ni Howdy,Dumpster (J)Divers,3,0,2019-10-11T14:21:00-05:00
BB4,B2,Just Practicing,HoBB4,3,0,2019-10-11T14:22:00-05:00
BB4,B2,oh no,Mologna Sandwich,2,1,2019-10-11T14:23:00-05:00
BB4,B2,BOOM! Tetris,Dick Cheney Profited Off The Iraq War,1,2,2019-10-11T14:24:00-05:00
BB4,B2,Ni Howdy,Just Practicing,3,0,2019-10-11T14:25:00-05:00
BB4,B2,oh no,HoBB4,3,0,2019-10-11T14:26:00-05:00
BB4,B2,BOOM! Tetris,Arguably,1,2,2019-10-11T14:27:00-05:00
BB4,B2,Dick Cheney Profited Off The Iraq War,Mologna Sandwich,0,3,2019-10-11T14:28:00-05:00
BB4,B2,oh no,Just Practicing,3,0,2019-10-11T14:29:00-05:00
BB4,B2,BOOM! Tetris,Dumpster (J)Divers,3,0,2019-10-11T14:30:00-05:00
BB4,B2,Dick Cheney Profited Off The Iraq War,HoBB4,0,3,2019-10-11T14:31:00-05:00
BB4,B2,Mologna Sandwich,Arguably,0,3,2019-10-11T14:32:00-05:00
BB4,C1,POGS,Spicy Milk,1,2,2019-10-11T14:33:00-05:00
BB4,C1,Sydney's Side Bees,Oishīdesu ka?,0,3,2019-10-11T14:34:00-05:00
BB4,C1,Pince Harming,Big Mac and The McNuggets,2,1,2019-10-11T14:35:00-05:00
BB4,C1,Royal Jelly Jamboree,Double it!,0,3,2019-10-11T14:36:00-05:00
BB4,C1,POGS,Beemeditated Murder,3,0,2019-10-11T14:37:00-05:00
BB4,C1,Sydney's Side Bees,Spicy Milk,0,3,2019-10-11T14:38:00-05:00
BB4,C1,Royal Jelly Jamboree,Oishīdesu ka?,1,2,2019-10-11T14:39:00-05:00
BB4,C1,Double it!,Big Mac and The McNuggets,3,0,2019-10-11T14:40:00-05:00
BB4,C1,Royal Jelly Jamboree,Spicy Milk,0,3,2019-10-11T14:41:00-05:00
BB4,C1,Big Mac and The McNuggets,Oishīdesu ka?,2,1,2019-10-11T14:42:00-05:00
BB4,C1,POGS,Sydney's Side Bees,2,1,2019-10-11T14:43:00-05:00
BB4,C1,Pince Harming,Beemeditated Murder,3,0,2019-10-11T14:44:00-05:00
BB4,C1,POGS,Pince Harming,0,3,2019-10-11T14:45:00-05:00
BB4,C1,Royal Jelly Jamboree,Sydney's Side Bees,2,1,2019-10-11T14:46:00-05:00
BB4,C1,Double it!,Beemeditated Murder,3,0,2019-10-11T14:47:00-05:00
BB4,C1,Big Mac and The McNuggets,Spicy Milk,0,3,2019-10-11T14:48:00-05:00
BB4,C1,POGS,Royal Jelly Jamboree,3,0,2019-10-11T14:49:00-05:00
BB4,C1,Double it!,Pince Harming,1,2,2019-10-11T14:50:00-05:00
BB4,C1,Big Mac and The McNuggets,Sydney's Side Bees,3,0,2019-10-11T14:51:00-05:00
BB4,C1,Oishīdesu ka?,Beemeditated Murder,3,0,2019-10-11T14:52:00-05:00
BB4,C1,POGS,Double it!,2,1,2019-10-11T14:53:00-05:00
BB4,C1,Big Mac and The McNuggets,Royal Jelly Jamboree,3,0,2019-10-11T14:54:00-05:00
BB4,C1,Oishīdesu ka?,Pince Harming,0,3,2019-10-11T14:55:00-05:00
BB4,C1,Spicy Milk,Beemeditated Murder,3,0,2019-10-11T14:56:00-05:00
BB4,C1,POGS,Big Mac and The McNuggets,2,1,2019-10-11T14:57:00-05:00
BB4,C1,Oishīdesu ka?,Double it!,1,2,2019-10-11T14:58:00-05:00
BB4,C1,Spicy Milk,Pince Harming,2,1,2019-10-11T14:59:00-05:00
BB4,C1,Beemeditated Murder,Sydney's Side Bees,3,0,2019-10-11T15:00:00-05:00
BB4,C1,POGS,Oishīdesu ka?,2,1,2019-10-11T15:01:00-05:00
BB4,C1,Spicy Milk,Double it!,3,0,2019-10-11T15:02:00-05:00
BB4,C1,Beemeditated Murder,Royal Jelly Jamboree,1,2,2019-10-11T15:03:00-05:00
BB4,C1,Sydney's Side Bees,Pince Harming,0,3,2019-10-11T15:04:00-05:00
BB4,C1,Spicy Milk,Oishīdesu ka?,3,0,2019-10-11T15:05:00-05:00
BB4,C1,Beemeditated Murder,Big Mac and The McNuggets,0,3,2019-10-11T15:06:00-05:00
BB4,C1,Sydney's Side Bees,Double it!,0,3,2019-10-11T15:07:00-05:00
BB4,C1,Pince Harming,Royal Jelly Jamboree,3,0,2019-10-11T15:08:00-05:00
BB4,C2,BumbleTrash,A Good Sussparilla,1,2,2019-10-11T15:09:00-05:00
BB4,C2,Some Like It Honk,PIZZA,3,0,2019-10-11T15:10:00-05:00
BB4,C2,chicken nuggets,B. D. Ogre,3,0,2019-10-11T15:11:00-05:00
BB4,C2,Bubblegunk Campers,Put Your Hands In The Air,0,3,2019-10-11T15:12:00-05:00
BB4,C2,M A S K S,"Honey, I Killed the Queen!",3,0,2019-10-11T15:13:00-05:00
BB4,C2,BumbleTrash,Some Like It Honk,0,3,2019-10-11T15:14:00-05:00
BB4,C2,chicken nuggets,A Good Sussparilla,3,0,2019-10-11T15:15:00-05:00
BB4,C2,Bubblegunk Campers,PIZZA,1,2,2019-10-11T15:16:00-05:00
BB4,C2,M A S K S,B. D. Ogre,3,0,2019-10-11T15:17:00-05:00
BB4,C2,"Honey, I Killed the Queen!",Put Your Hands In The Air,0,3,2019-10-11T15:18:00-05:00
BB4,C2,BumbleTrash,chicken nuggets,0,3,2019-10-11T15:19:00-05:00
BB4,C2,Bubblegunk Campers,Some Like It Honk,0,3,2019-10-11T15:20:00-05:00
BB4,C2,M A S K S,A Good Sussparilla,1,2,2019-10-11T15:21:00-05:00
BB4,C2,"Honey, I Killed the Queen!",PIZZA,3,0,2019-10-11T15:22:00-05:00
BB4,C2,Put Your Hands In The Air,B. D. Ogre,3,0,2019-10-11T15:23:00-05:00
BB4,C2,M A S K S,chicken nuggets,1,2,2019-10-11T15:24:00-05:00
BB4,C2,"Honey, I Killed the Queen!",Some Like It Honk,1,2,2019-10-11T15:25:00-05:00
BB4,C2,Put Your Hands In The Air,A Good Sussparilla,2,1,2019-10-11T15:26:00-05:00
BB4,C2,B. D. Ogre,PIZZA,2,1,2019-10-11T15:27:00-05:00
BB4,C2,BumbleTrash,Bubblegunk Campers,3,0,2019-10-11T15:28:00-05:00
BB4,C2,BumbleTrash,M A S K S,3,0,2019-10-11T15:29:00-05:00
BB4,C2,"Honey, I Killed the Queen!",Bubblegunk Campers,3,0,2019-10-11T15:30:00-05:00
BB4,C2,Put Your Hands In The Air,chicken nuggets,2,1,2019-10-11T15:31:00-05:00
BB4,C2,B. D. Ogre,Some Like It Honk,1,2,2019-10-11T15:32:00-05:00
BB4,C2,PIZZA,A Good Sussparilla,0,3,2019-10-11T15:33:00-05:00
BB4,C2,BumbleTrash,"Honey, I Killed the Queen!",3,0,2019-10-11T15:34:00-05:00
BB4,C2,Put Your Hands In The Air,M A S K S,3,0,2019-10-11T15:35:00-05:00
BB4,C2,B. D. Ogre,Bubblegunk Campers,3,0,2019-10-11T15:36:00-05:00
BB4,C2,PIZZA,chicken nuggets,0,3,2019-10-11T15:37:00-05:00
BB4,C2,A Good Sussparilla,Some Like It Honk,3,0,2019-10-11T15:38:00-05:00
BB4,C2,BumbleTrash,Put Your Hands In The Air,0,3,2019-10-11T15:39:00-05:00
BB4,C2,B. D. Ogre,"Honey, I Killed the Queen!",0,3,2019-10-11T15:40:00-05:00
BB4,C2,PIZZA,M A S K S,0,3,2019-10-11T15:41:00-05:00
BB4,C2,A Good Sussparilla,Bubblegunk Campers,3,0,2019-10-11T15:42:00-05:00
BB4,C2,Some Like It Honk,chicken nuggets,0,3,2019-10-11T15:43:00-05:00
BB4,C2,BumbleTrash,B. D. Ogre,2,1,2019-10-11T15:44:00-05:00
BB4,C2,PIZZA,Put Your Hands In The Air,0,3,2019-10-11T15:45:00-05:00
BB4,C2,A Good Sussparilla,"Honey, I Killed the Queen!",3,0,2019-10-11T15:46:00-05:00
BB4,C2,Some Like It Honk,M A S K S,1,2,2019-10-11T15:47:00-05:00
BB4,C2,chicken nuggets,Bubblegunk Campers,3,0,2019-10-11T15:48:00-05:00
BB4,C2,BumbleTrash,PIZZA,3,0,2019-10-11T15:49:00-05:00
BB4,C2,A Good Sussparilla,B. D. Ogre,3,0,2019-10-11T15:50:00-05:00
BB4,C2,Some Like It Honk,Put Your Hands In The Air,0,3,2019-10-11T15:51:00-05:00
BB4,C2,chicken nuggets,"Honey, I Killed the Queen!",3,0,2019-10-11T15:52:00-05:00
BB4,C2,Bubblegunk Campers,M A S K S,0,3,2019-10-11T15:53:00-05:00
BB4,WC,Some Like It Honk,Mologna Sandwich,1,3,2019-10-12T12:00:00-05:00
BB4,WC,Mologna Sandwich,#paulallenscard,2,1,2019-10-12T12:01:00-05:00
BB4,WC,Some Like It Honk,Dank Booty Apparel Company,2,0,2019-10-12T12:02:00-05:00
BB4,WC,Mr. Buth's Wildest Flex,Dumpster (J)Divers,2,0,2019-10-12T12:03:00-05:00
BB4,WC,Dumpster (J)Divers,Mologna Sandwich,1,2,2019-10-12T12:04:00-05:00
BB4,WC,Dank Booty Apparel Company,#paulallenscard,0,2,2019-10-12T12:05:00-05:00
BB4,WC,Oishīdesu ka?,Mologna Sandwich,0,2,2019-10-12T12:06:00-05:00
BB4,WC,#paulallenscard,BOOM! Tetris,2,1,2019-10-12T12:07:00-05:00
BB4,WC,Some Like It Honk,Mologna Sandwich,2,0,2019-10-12T12:08:00-05:00
BB4,WC,Dank Booty Apparel Company,Dick Cheney Profited Off The Iraq War,2,0,2019-10-12T12:09:00-05:00
BB4,WC,Mr. Buth's Wildest Flex,Escarletsgo,2,1,2019-10-12T12:10:00-05:00
BB4,WC,#paulallenscard,Dumpster (J)Divers,1,2,2019-10-12T12:11:00-05:00
BB4,WC,Dick Cheney Profited Off The Iraq War,Oishīdesu ka?,1,2,2019-10-12T12:12:00-05:00
BB4,WC,Mologna Sandwich,Super Smash Bees,2,0,2019-10-12T12:13:00-05:00
BB4,WC,#paulallenscard,Bring Ingredient,2,0,2019-10-12T12:14:00-05:00
BB4,WC,Escarletsgo,BOOM! Tetris,0,2,2019-10-12T12:15:00-05:00
BB4,WC,Royal Jelly Jamboree,Oishīdesu ka?,0,2,2019-10-12T12:16:00-05:00
BB4,WC,Super Smash Bees,Fresh,2,0,2019-10-12T12:17:00-05:00
BB4,WC,Bring Ingredient,Marina & the Diamonds,2,0,2019-10-12T12:18:00-05:00
BB4,WC,BOOM! Tetris,The Spectators,2,0,2019-10-12T12:19:00-05:00
BB4,WC,Some Like It Honk,The Spectators,2,0,2019-10-12T12:20:00-05:00
BB4,WC,BOOM! Tetris,Mologna Sandwich,1,2,2019-10-12T12:21:00-05:00
BB4,WC,Dank Booty Apparel Company,Marina & the Diamonds,2,0,2019-10-12T12:22:00-05:00
BB4,WC,Bring Ingredient,Dick Cheney Profited Off The Iraq War,0,2,2019-10-12T12:23:00-05:00
BB4,WC,Mr. Buth's Wildest Flex,Fresh,2,0,2019-10-12T12:24:00-05:00
BB4,WC,Escarletsgo,Super Smash Bees,2,0,2019-10-12T12:25:00-05:00
BB4,WC,Oishīdesu ka?,#paulallenscard,0,2,2019-10-12T12:26:00-05:00
BB4,WC,"Honey, I Killed the Queen!",Dumpster (J)Divers,1,2,2019-10-12T12:27:00-05:00
BB4,WC,"Honey, I Killed the Queen!",Royal Jelly Jamboree,1,2,2019-10-12T12:28:00-05:00
BB4,WC,Oishīdesu ka?,Bubblegunk Campers,2,0,2019-10-12T12:29:00-05:00
BB4,WC,Super Smash Bees,B. D. Ogre,2,0,2019-10-12T12:30:00-05:00
BB4,WC,Fresh,Sydney's Side Bees,2,0,2019-10-12T12:31:00-05:00
BB4,WC,Bring Ingredient,Beemeditated Murder,2,0,2019-10-12T12:32:00-05:00
BB4,WC,Marina & the Diamonds,Top Bottoms,2,1,2019-10-12T12:33:00-05:00
BB4,WC,BOOM! Tetris,PIZZA,2,0,2019-10-12T12:34:00-05:00
BB4,WC,The Spectators,Friendly Flyers,2,0,2019-10-12T12:35:00-05:00
BB4,WC,Bubblegunk Campers,Boops!...I did it again.,2,1,2019-10-12T12:36:00-05:00
BB4,WC,Pilcerova's Hornets,Top Bottoms,0,2,2019-10-12T12:37:00-05:00
BB4,WC,The Spectators,Royal Jelly Jamboree,2,1,2019-10-12T12:38:00-05:00
BB4,WC,BOOM! Tetris,Bubblegunk Campers,2,0,2019-10-12T12:39:00-05:00
BB4,WC,Mologna Sandwich,Boops!...I did it again.,2,0,2019-10-12T12:40:00-05:00
BB4,WC,B. D. Ogre,Marina & the Diamonds,0,2,2019-10-12T12:41:00-05:00
BB4,WC,Dick Cheney Profited Off The Iraq War,Sydney's Side Bees,2,0,2019-10-12T12:42:00-05:00
BB4,WC,Fresh,Beemeditated Murder,2,0,2019-10-12T12:43:00-05:00
BB4,WC,Escarletsgo,Pilcerova's Hornets,2,0,2019-10-12T12:44:00-05:00
BB4,WC,Super Smash Bees,Top Bottoms,2,1,2019-10-12T12:45:00-05:00
BB4,WC,#paulallenscard,PIZZA,2,0,2019-10-12T12:46:00-05:00
BB4,WC,Friendly Flyers,Dumpster (J)Divers,1,2,2019-10-12T12:47:00-05:00
BB4,KO,Sting Theory,Ni Howdy,1,3,2019-10-12T12:48:00-05:00
BB4,KO,Sting Theory,60%,0,3,2019-10-12T12:49:00-05:00
BB4,KO,Seattle BooperSonics,60%,0,3,2019-10-12T12:50:00-05:00
BB4,KO,Sting Theory,60%,3,0,2019-10-12T12:51:00-05:00
BB4,KO,Ni Howdy,Live Laugh Love,3,0,2019-10-12T12:52:00-05:00
BB4,KO,Live Laugh Love,Seattle BooperSonics,1,3,2019-10-12T12:53:00-05:00
BB4,KO,60%,SF Sekrit,3,1,2019-10-12T12:54:00-05:00
BB4,KO,Put Your Hands In The Air,Seattle BooperSonics,1,3,2019-10-12T12:55:00-05:00
BB4,KO,SF Sekrit,Pince Harming,3,1,2019-10-12T12:56:00-05:00
BB4,KO,Ni Howdy,oh no,3,0,2019-10-12T12:57:00-05:00
BB4,KO,Live Laugh Love,SF Sekrit,3,2,2019-10-12T12:58:00-05:00
BB4,KO,Sting Theory,Seattle BooperSonics,3,0,2019-10-12T12:59:00-05:00
BB4,KO,60%,YUH,3,1,2019-10-12T13:00:00-05:00
BB4,KO,YUH,Put Your Hands In The Air,1,3,2019-10-12T13:01:00-05:00
BB4,KO,Seattle BooperSonics,FSw/oU,3,2,2019-10-12T13:02:00-05:00
BB4,KO,SF Sekrit,"Dope Hair, Don't Care",3,0,2019-10-12T13:03:00-05:00
BB4,KO,oh no,Pince Harming,1,3,2019-10-12T13:04:00-05:00
BB4,KO,What is Coin Op?,Put Your Hands In The Air,0,3,2019-10-12T13:05:00-05:00
BB4,KO,FSw/oU,A Good Sussparilla,3,0,2019-10-12T13:06:00-05:00
BB4,KO,grandpa-billy.rake,"Dope Hair, Don't Care",1,3,2019-10-12T13:07:00-05:00
BB4,KO,Pince Harming,Double it!,3,1,2019-10-12T13:08:00-05:00
BB4,KO,Sting Theory,Double it!,3,0,2019-10-12T13:09:00-05:00
BB4,KO,Seattle BooperSonics,Pince Harming,3,2,2019-10-12T13:10:00-05:00
BB4,KO,60%,"Dope Hair, Don't Care",3,0,2019-10-12T13:11:00-05:00
BB4,KO,HoBB4,YUH,1,3,2019-10-12T13:12:00-05:00
BB4,KO,Ni Howdy,A Good Sussparilla,3,0,2019-10-12T13:13:00-05:00
BB4,KO,oh no,FSw/oU,3,0,2019-10-12T13:14:00-05:00
BB4,KO,Put Your Hands In The Air,Live Laugh Love,2,3,2019-10-12T13:15:00-05:00
BB4,KO,What is Coin Op?,SF Sekrit,0,3,2019-10-12T13:16:00-05:00
BB4,KO,What is Coin Op?,Queen's Revenge,3,0,2019-10-12T13:17:00-05:00
BB4,KO,Put Your Hands In The Air,I Write Wins Not Strategies,3,0,2019-10-12T13:18:00-05:00
BB4,KO,FSw/oU,Just Practicing,3,1,2019-10-12T13:19:00-05:00
BB4,KO,A Good Sussparilla,POGS,3,0,2019-10-12T13:20:00-05:00
BB4,KO,HoBB4,grandpa-billy.rake,0,3,2019-10-12T13:21:00-05:00
BB4,KO,"Dope Hair, Don't Care",Big Mac and The McNuggets,3,0,2019-10-12T13:22:00-05:00
BB4,KO,Pince Harming,Pierre Escargot,3,0,2019-10-12T13:23:00-05:00
BB4,KO,Double it!,chicken nuggets,3,2,2019-10-12T13:24:00-05:00
BB4,KO,Mologna Sandwich,Queen's Revenge,1,3,2019-10-12T13:25:00-05:00
BB4,KO,I Write Wins Not Strategies,BumbleTrash,3,1,2019-10-12T13:26:00-05:00
BB4,KO,Arguably,Just Practicing,0,3,2019-10-12T13:27:00-05:00
BB4,KO,Spicy Milk,POGS,2,3,2019-10-12T13:28:00-05:00
BB4,KO,Mr. Buth's Wildest Flex,grandpa-billy.rake,0,3,2019-10-12T13:29:00-05:00
BB4,KO,Big Mac and The McNuggets,M A S K S,3,1,2019-10-12T13:30:00-05:00
BB4,KO,ClusterDuc,Pierre Escargot,1,3,2019-10-12T13:31:00-05:00
BB4,KO,chicken nuggets,Keeper of the Shades™,3,0,2019-10-12T13:32:00-05:00
BB4,KO,Sting Theory,Mologna Sandwich,3,0,2019-10-12T13:33:00-05:00
BB4,KO,Queen's Revenge,Double it!,1,3,2019-10-12T13:34:00-05:00
BB4,KO,Seattle BooperSonics,I Write Wins Not Strategies,3,0,2019-10-12T13:35:00-05:00
BB4,KO,Pince Harming,BumbleTrash,3,2,2019-10-12T13:36:00-05:00
BB4,KO,60%,Arguably,3,0,2019-10-12T13:37:00-05:00
BB4,KO,"Dope Hair, Don't Care",Just Practicing,3,0,2019-10-12T13:38:00-05:00
BB4,KO,Spicy Milk,HoBB4,0,3,2019-10-12T13:39:00-05:00
BB4,KO,YUH,POGS,3,0,2019-10-12T13:40:00-05:00
BB4,KO,Ni Howdy,Mr. Buth's Wildest Flex,3,0,2019-10-12T13:41:00-05:00
BB4,KO,A Good Sussparilla,grandpa-billy.rake,3,1,2019-10-12T13:42:00-05:00
BB4,KO,oh no,Big Mac and The McNuggets,3,0,2019-10-12T13:43:00-05:00
BB4,KO,FSw/oU,M A S K S,3,0,2019-10-12T13:44:00-05:00
BB4,KO,Put Your Hands In The Air,ClusterDuc,3,0,2019-10-12T13:45:00-05:00
BB4,KO,Pierre Escargot,Live Laugh Love,0,3,2019-10-12T13:46:00-05:00
BB4,KO,chicken nuggets,What is Coin Op?,2,3,2019-10-12T13:47:00-05:00
BB4,KO,SF Sekrit,Keeper of the Shades™,3,0,2019-10-12T13:48:00-05:00
BB4,KO,Ni Howdy,60%,4,3,2019-10-12T13:49:00-05:00
HH2,Swiss Pools,TEAM SERMOR,Hive it Our Way,0,3,2019-11-02T12:00:00-05:00
HH2,Swiss Pools,Sumo Berry Boys,Jennifer Connelly in Phenomena,2,1,2019-11-02T12:01:00-05:00
HH2,Swiss Pools,Duck Hunt,Double Dreygon,0,3,2019-11-02T12:02:00-05:00
HH2,Swiss Pools,"You, Me, and Rick James",Bee Day Squad,0,3,2019-11-02T12:03:00-05:00
HH2,Swiss Pools,Berry Gives You Wings,Queens of the Drone Age,0,3,2019-11-02T12:04:00-05:00
HH2,Swiss Pools,Mini Mob,Got Gitted Good,0,3,2019-11-02T12:05:00-05:00
HH2,Swiss Pools,Mulholland Dive,Bumpkin Spice Latte,0,3,2019-11-02T12:06:00-05:00
HH2,Swiss Pools,Game of Combs,Two Week Notice,0,3,2019-11-02T12:07:00-05:00
HH2,Swiss Pools,"You, Me, and Rick James",TEAM SERMOR,3,0,2019-11-02T12:08:00-05:00
HH2,Swiss Pools,Mulholland Dive,Mini Mob,3,0,2019-11-02T12:09:00-05:00
HH2,Swiss Pools,Game of Combs,Berry Gives You Wings,3,0,2019-11-02T12:10:00-05:00
HH2,Swiss Pools,Jennifer Connelly in Phenomena,Duck Hunt,0,3,2019-11-02T12:11:00-05:00
HH2,Swiss Pools,Hive it Our Way,Sumo Berry Boys,3,0,2019-11-02T12:12:00-05:00
HH2,Swiss Pools,Queens of the Drone Age,Double Dreygon,2,1,2019-11-02T12:13:00-05:00
HH2,Swiss Pools,Bumpkin Spice Latte,Got Gitted Good,0,3,2019-11-02T12:14:00-05:00
HH2,Swiss Pools,Two Week Notice,Bee Day Squad,2,1,2019-11-02T12:15:00-05:00
HH2,Swiss Pools,Mini Mob,TEAM SERMOR,3,0,2019-11-02T12:16:00-05:00
HH2,Swiss Pools,Jennifer Connelly in Phenomena,Berry Gives You Wings,3,0,2019-11-02T12:17:00-05:00
HH2,Swiss Pools,Bumpkin Spice Latte,Sumo Berry Boys,3,0,2019-11-02T12:18:00-05:00
HH2,Swiss Pools,Mulholland Dive,Duck Hunt,1,2,2019-11-02T12:19:00-05:00
HH2,Swiss Pools,Game of Combs,"You, Me, and Rick James",1,2,2019-11-02T12:20:00-05:00
HH2,Swiss Pools,Bee Day Squad,Double Dreygon,0,3,2019-11-02T12:21:00-05:00
HH2,Swiss Pools,Two Week Notice,Queens of the Drone Age,1,2,2019-11-02T12:22:00-05:00
HH2,Swiss Pools,Got Gitted Good,Hive it Our Way,3,0,2019-11-02T12:23:00-05:00
HH2,Swiss Pools,Double Dreygon,Bumpkin Spice Latte,3,0,2019-11-02T12:24:00-05:00
HH2,Swiss Pools,Got Gitted Good,Queens of the Drone Age,1,2,2019-11-02T12:25:00-05:00
HH2,Swiss Pools,Berry Gives You Wings,TEAM SERMOR,3,0,2019-11-02T12:26:00-05:00
HH2,Swiss Pools,Mini Mob,Sumo Berry Boys,0,3,2019-11-02T12:27:00-05:00
HH2,Swiss Pools,Mulholland Dive,Jennifer Connelly in Phenomena,3,0,2019-11-02T12:28:00-05:00
HH2,Swiss Pools,Game of Combs,Bee Day Squad,0,3,2019-11-02T12:29:00-05:00
HH2,Swiss Pools,"You, Me, and Rick James",Duck Hunt,1,2,2019-11-02T12:30:00-05:00
HH2,Swiss Pools,Two Week Notice,Hive it Our Way,2,1,2019-11-02T12:31:00-05:00
HH2,Swiss Pools,TEAM SERMOR,Jennifer Connelly in Phenomena,0,3,2019-11-02T12:32:00-05:00
HH2,Swiss Pools,Berry Gives You Wings,Mini Mob,3,0,2019-11-02T12:33:00-05:00
HH2,Swiss Pools,Sumo Berry Boys,Game of Combs,3,0,2019-11-02T12:34:00-05:00
HH2,Swiss Pools,"You, Me, and Rick James",Bumpkin Spice Latte,1,2,2019-11-02T12:35:00-05:00
HH2,Swiss Pools,Bee Day Squad,Hive it Our Way,2,1,2019-11-02T12:36:00-05:00
HH2,Swiss Pools,Two Week Notice,Mulholland Dive,3,0,2019-11-02T12:37:00-05:00
HH2,Swiss Pools,Queens of the Drone Age,Duck Hunt,3,0,2019-11-02T12:38:00-05:00
HH2,Swiss Pools,Got Gitted Good,Double Dreygon,1,2,2019-11-02T12:39:00-05:00
HH2,Swiss Pools,Duck Hunt,Berry Gives You Wings,3,0,2019-11-02T12:40:00-05:00
HH2,Swiss Pools,TEAM SERMOR,Game of Combs,0,3,2019-11-02T12:41:00-05:00
HH2,Swiss Pools,Mini Mob,Jennifer Connelly in Phenomena,0,3,2019-11-02T12:42:00-05:00
HH2,Swiss Pools,Mulholland Dive,"You, Me, and Rick James",0,3,2019-11-02T12:43:00-05:00
HH2,Swiss Pools,Bumpkin Spice Latte,Hive it Our Way,0,3,2019-11-02T12:44:00-05:00
HH2,Swiss Pools,Got Gitted Good,Two Week Notice,1,2,2019-11-02T12:45:00-05:00
HH2,Swiss Pools,Double Dreygon,Sumo Berry Boys,3,0,2019-11-02T12:46:00-05:00
HH2,Swiss Pools,Queens of the Drone Age,Bee Day Squad,2,1,2019-11-02T12:47:00-05:00
HH2,Swiss Pools,Sumo Berry Boys,Berry Gives You Wings,3,0,2019-11-02T12:48:00-05:00
HH2,Swiss Pools,Jennifer Connelly in Phenomena,Game of Combs,3,0,2019-11-02T12:49:00-05:00
HH2,Swiss Pools,TEAM SERMOR,Mulholland Dive,0,3,2019-11-02T12:50:00-05:00
HH2,Swiss Pools,Mini Mob,Bumpkin Spice Latte,0,3,2019-11-02T12:51:00-05:00
HH2,Swiss Pools,Duck Hunt,Bee Day Squad,1,2,2019-11-02T12:52:00-05:00
HH2,Swiss Pools,Got Gitted Good,"You, Me, and Rick James",3,0,2019-11-02T12:53:00-05:00
HH2,Swiss Pools,Queens of the Drone Age,Hive it Our Way,3,0,2019-11-02T12:54:00-05:00
HH2,Swiss Pools,Double Dreygon,Two Week Notice,2,1,2019-11-02T12:55:00-05:00
HH2,KO,Got Gitted Good,Bee Day Squad,1,3,2019-11-02T12:56:00-05:00
HH2,KO,Double Dreygon,Hive it Our Way,3,0,2019-11-02T12:57:00-05:00
HH2,KO,Two Week Notice,Jennifer Connelly in Phenomena,3,0,2019-11-02T12:58:00-05:00
HH2,KO,Queens of the Drone Age,Bumpkin Spice Latte,3,0,2019-11-02T12:59:00-05:00
HH2,KO,Hive it Our Way,Got Gitted Good,0,3,2019-11-02T13:00:00-05:00
HH2,KO,Bumpkin Spice Latte,Jennifer Connelly in Phenomena,3,0,2019-11-02T13:01:00-05:00
HH2,KO,Queens of the Drone Age,Got Gitted Good,1,3,2019-11-02T13:02:00-05:00
HH2,KO,Bee Day Squad,Bumpkin Spice Latte,2,3,2019-11-02T13:03:00-05:00
HH2,KO,Double Dreygon,Bee Day Squad,3,1,2019-11-02T13:04:00-05:00
HH2,KO,Queens of the Drone Age,Two Week Notice,1,3,2019-11-02T13:05:00-05:00
HH2,KO,Bumpkin Spice Latte,Got Gitted Good,0,3,2019-11-02T13:06:00-05:00
HH2,KO,Two Week Notice,Got Gitted Good,2,3,2019-11-02T13:07:00-05:00
HH2,KO,Two Week Notice,Double Dreygon,0,3,2019-11-02T13:08:00-05:00
HH2,KO,Double Dreygon,Got Gitted Good,0,3,2019-11-02T13:09:00-05:00
HH2,KO,Got Gitted Good,Double Dreygon,2,3,2019-11-02T13:10:00-05:00
MCS_KC,KO,Weekend at Berries,Windlefornia,3,0,2018-07-15T15:16:29-0400
MCS_KC,KO,Bonus Wrap,Plan Bee,3,0,2018-07-15T15:16:29-0400
MCS_KC,KO,Toxic Avengers,@therealfreddiemercury,3,0,2018-07-15T15:16:29-0400
